HumanGeneID,MouseOrthologGeneID,Symbol,Synonyms,Description,MitoCarta3.0_List,MitoCarta3.0_Evidence,MitoCarta3.0_SubMitoLocalization,MitoCarta3.0_MitoPathways,TrainingDataset,MitoCarta2.0_Score,MitoCarta2.0_FDR,MitoCarta2.0_List,MitoCarta2.0_Evidence,EnsemblGeneID_mapping_version_20200130,UniProt,ProteinLength,TargetP_Score,MitoDomain_Score,CoexpressionGnfN50_Score,PGC_Induction_Score,YeastMitoHomolog_Score,RickettsiaHomolog_Score,MSMS_Score,hg19_Chromosome,hg19_Start,hg19_Stop,MSMS_NUM_TISSUES,MSMS_NUM_PEPTIDES_UNIQUE,MSMS_NUM_SPECTRA,MSMS_TOTAL_INTENSITY,MSMS_PERCENT_COVERAGE,Tissues,cerebrum_total_peak_intensity_log10,cerebellum_total_peak_intensity_log10,brainstem_total_peak_intensity_log10,spinalcord_total_peak_intensity_log10,kidney_total_peak_intensity_log10,liver_total_peak_intensity_log10,heart_total_peak_intensity_log10,skeletalmuscle_total_peak_intensity_log10,adipose_total_peak_intensity_log10,smallintestine_total_peak_intensity_log10,largeintestine_total_peak_intensity_log10,stomach_total_peak_intensity_log10,placenta_total_peak_intensity_log10,testis_total_peak_intensity_log10,HPA_Main_Location_2020 (Reliability)
79133,69487.0,NDUFAF5,C20orf7|MC1DN16|bA526K24.2|dJ842G6.1,NADH:ubiquinone oxidoreductase complex assembly factor 5,MitoCarta3.0,"literature, APEX_matrix, GFP, targetP signal+, Rickettsial homolog, mito protein domain+, induction, coexpression, MS/MS",MIM,OXPHOS > Complex I > CI assembly factors | OXPHOS > OXPHOS assembly factors,Tmito,26.6921,0.0,1.0,"literature, APEX_matrix, GFP, targetP signal+, Rickettsial homolog, mito protein domain+, induction, coexpression, MS/MS",ENSG00000101247,Q5TEU4,345,1.0,MitoDomain,12.0,1.93,NoMitoHomolog,Ortholog,25-50ambig,chr20,13765671.0,13799067.0,6.0,11.0,34.0,267000000.0,31.0,"cerebellum, brainstem, skeletalmuscle, largeintestine, stomach, placenta",,6.9,7.7,,,,,7.5,,,8.1,7.0,7.5,,
63875,27397.0,MRPL17,L17mt|LIP2|MRP-L17|MRP-L26|RPL17L|RPML26,mitochondrial ribosomal protein L17,MitoCarta3.0,"literature, APEX_matrix, targetP signal+, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression, MS/MS",Matrix,Mitochondrial central dogma > Translation > Mitochondrial ribosome,Tmito,26.6519,0.0,1.0,"literature, APEX_matrix, targetP signal+, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression, MS/MS",ENSG00000158042,Q9NRX2,175,1.0,SharedDomain,13.0,,OrthologMitoHighConf,Ortholog,50-75ambig,chr11,6701615.0,6704632.0,14.0,14.0,162.0,2340000000.0,56.0,all 14,8.0,7.9,8.2,7.6,8.0,8.2,7.6,7.2,8.2,8.4,8.9,7.5,8.5,8.1,
51204,70207.0,TACO1,CCDC44,translational activator of cytochrome c oxidase I,MitoCarta3.0,"literature, APEX_matrix, targetP signal+, yeast mito homolog, Rickettsial homolog, mito protein domain+, MS/MS++",Matrix,Mitochondrial central dogma > Translation > Translation factors | OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors,Tmito,26.649,0.0,1.0,"literature, APEX_matrix, targetP signal+, yeast mito homolog, Rickettsial homolog, mito protein domain+, MS/MS++",ENSG00000136463,Q9BSH4,297,1.0,MitoDomain,,,HomologMitoHighConf,Ortholog,50-75pure,chr17,61678230.0,61685725.0,14.0,23.0,252.0,8090000000.0,68.0,all 14,9.0,8.9,9.1,8.8,8.4,9.0,8.7,8.4,8.2,8.3,8.8,8.5,8.7,8.3,Mitochondria (Enhanced)
55669,67414.0,MFN1,hfzo1|hfzo2,mitofusin 1,MitoCarta3.0,"literature, yeast mito homolog++, mito protein domain+, induction, coexpression, MS/MS+",MOM,Mitochondrial dynamics and surveillance > Fusion | Mitochondrial dynamics and surveillance > Organelle contact sites,Tmito,26.5613,0.0,1.0,"literature, yeast mito homolog++, mito protein domain+, induction, coexpression, MS/MS+",ENSG00000171109,Q8IWA4,741,,MitoDomain,20.0,2.39,OrthologMitoHighConf,NoHomolog,25-50pure,chr3,179065479.0,179111008.0,10.0,25.0,99.0,898000000.0,39.0,"cerebellum, brainstem, spinalcord, kidney, skeletalmuscle, adipose, largeintestine, stomach, placenta, testis",,8.0,8.0,7.4,7.9,,,7.9,7.5,,8.2,7.0,7.7,8.4,Mitochondria (Supported)
160760,320717.0,PPTC7,TA-PP2C|TAPP2C,protein phosphatase targeting COQ7,MitoCarta3.0,"APEX_matrix, yeast mito homolog, mito protein domain+, induction, coexpression, MS/MS++",Matrix,Signaling,Tmito,26.5342,0.0,1.0,"APEX_matrix, yeast mito homolog, mito protein domain+, induction, coexpression, MS/MS++",ENSG00000196850,Q8NI37,304,5.0,MitoDomain,21.0,3.53,HomologMitoHighConf,NoHomolog,50-75pure,chr12,110972236.0,111021064.0,9.0,11.0,70.0,894000000.0,50.0,"cerebrum, cerebellum, brainstem, spinalcord, heart, skeletalmuscle, largeintestine, placenta, testis",7.9,7.8,7.7,8.1,,,7.6,7.4,,,7.6,,7.9,8.6,Cytosol;Plasma membrane (Approved)
65003,66419.0,MRPL11,CGI-113|L11MT|MRP-L11,mitochondrial ribosomal protein L11,MitoCarta3.0,"literature, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression+, MS/MS+",Matrix,Mitochondrial central dogma > Translation > Mitochondrial ribosome,Tmito,26.5037,0.0,1.0,"literature, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression+, MS/MS+",ENSG00000174547,Q9Y3B7,192,3.0,SharedDomain,38.0,,OrthologMitoHighConf,Ortholog,75-100ambig,chr11,66202549.0,66206310.0,14.0,17.0,211.0,5160000000.0,77.0,all 14,8.6,8.4,8.5,8.3,8.3,8.4,8.0,7.7,8.6,8.5,9.2,8.0,8.8,8.5,Mitochondria (Supported)
1327,12857.0,COX4I1,COX IV-1|COX4|COX4-1|COXIV|COXIV-1,cytochrome c oxidase subunit 4I1,MitoCarta3.0,"literature, APEX_IMS, APEX_matrix, targetP signal, mito protein domain+, coexpression++, MS/MS++",MIM,OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits,Tmito,26.466,0.0,1.0,"literature, APEX_IMS, APEX_matrix, targetP signal, mito protein domain+, coexpression++, MS/MS++",ENSG00000131143,P13073,169,2.0,MitoDomain,48.0,,NoMitoHomolog,NoHomolog,75-100pure,chr16,85833172.0,85840607.0,14.0,26.0,1801.0,376000000000.0,79.0,all 14,10.4,10.3,10.6,10.3,10.8,10.3,10.5,9.8,10.1,10.4,10.6,10.5,10.3,10.5,Mitochondria (Supported)
4726,407785.0,NDUFS6,CI-13kA|CI-13kD-A|CI13KDA|MC1DN9,NADH:ubiquinone oxidoreductase subunit S6,MitoCarta3.0,"literature, APEX_matrix, targetP signal, mito protein domain+, coexpression++, MS/MS++",MIM,OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits,Tmito,26.466,0.0,1.0,"literature, APEX_matrix, targetP signal, mito protein domain+, coexpression++, MS/MS++",ENSG00000145494,O75380,124,2.0,MitoDomain,44.0,,NoMitoHomolog,NoHomolog,75-100pure,chr5,1801495.0,1816167.0,14.0,13.0,575.0,28700000000.0,91.0,all 14,9.4,9.2,9.6,9.1,9.7,9.3,8.6,8.8,9.4,9.5,9.3,9.2,9.2,9.0,
28998,68537.0,MRPL13,L13|L13A|L13mt|RPL13|RPML13,mitochondrial ribosomal protein L13,MitoCarta3.0,"literature, APEX_matrix, targetP signal, yeast mito homolog, Rickettsial homolog, mito protein domain, induction, coexpression, MS/MS++",Matrix,Mitochondrial central dogma > Translation > Mitochondrial ribosome,Tmito,26.3504,0.0,1.0,"literature, APEX_matrix, targetP signal, yeast mito homolog, Rickettsial homolog, mito protein domain, induction, coexpression, MS/MS++",ENSG00000172172,Q9BYD1,178,3.0,SharedDomain,17.0,1.14,HomologMitoHighConf,Ortholog,75-100pure,chr8,121408082.0,121457647.0,14.0,15.0,262.0,6220000000.0,85.0,all 14,8.7,8.5,8.8,8.2,8.8,8.6,8.1,7.7,8.6,8.5,9.2,8.1,8.8,8.5,
5019,67041.0,OXCT1,OXCT|SCOT,3-oxoacid CoA-transferase 1,MitoCarta3.0,"literature, APEX_matrix, targetP signal, mito protein domain, induction, coexpression++, MS/MS++",Matrix,Metabolism > Carbohydrate metabolism > Ketone metabolism,Tmito,26.3333,0.0,1.0,"literature, APEX_matrix, targetP signal, mito protein domain, induction, coexpression++, MS/MS++",ENSG00000083720,P55809,520,2.0,SharedDomain,43.0,2.92,NoMitoHomolog,NoHomolog,75-100pure,chr5,41730166.0,41870791.0,13.0,43.0,3227.0,131000000000.0,77.0,"cerebrum, cerebellum, brainstem, spinalcord, kidney, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis",9.9,9.5,9.4,9.2,10.4,,10.3,9.0,10.2,10.1,9.7,10.5,9.9,8.6,Mitochondria (Enhanced)
1329,12859.0,COX5B,COXVB,cytochrome c oxidase subunit 5B,MitoCarta3.0,"literature, APEX_IMS, APEX_matrix, targetP signal+, yeast mito homolog++, mito protein domain+, MS/MS++",MIM,OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits,Tmito,26.3322,0.0,1.0,"literature, APEX_IMS, APEX_matrix, targetP signal+, yeast mito homolog++, mito protein domain+, MS/MS++",ENSG00000135940,P10606,129,1.0,MitoDomain,,,OrthologMitoHighConf,NoHomolog,50-75pure,chr2,98262520.0,98264657.0,14.0,10.0,1498.0,130000000000.0,62.0,all 14,9.9,9.6,10.1,9.6,10.2,10.0,9.9,9.3,9.8,10.1,10.1,10.0,10.0,10.2,Mitochondria (Enhanced)
5164,18604.0,PDK2,PDHK2|PDKII,pyruvate dehydrogenase kinase 2,MitoCarta3.0,"literature, APEX_matrix, yeast mito homolog+, mito protein domain+, induction, coexpression, MS/MS++",Matrix,Metabolism > Carbohydrate metabolism > Pyruvate metabolism,Tmito,26.3227,0.0,1.0,"literature, APEX_matrix, yeast mito homolog+, mito protein domain+, induction, coexpression, MS/MS++",ENSG00000005882,Q15119,407,5.0,MitoDomain,8.0,0.58,OrthologMitoLowConf,NoHomolog,75-100pure,chr17,48172100.0,48188733.0,14.0,24.0,222.0,5390000000.0,77.0,all 14,8.5,7.9,8.1,8.4,8.6,8.1,8.8,9.0,8.9,9.0,8.5,8.4,6.9,8.2,Mitochondria;Nucleoplasm (Supported)
211,11655.0,ALAS1,ALAS|ALAS-H|ALAS3|ALASH|MIG4,5'-aminolevulinate synthase 1,MitoCarta3.0,"literature, APEX_matrix, targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain+, induction, coexpression, MS/MS",Matrix,Metabolism > Metals and cofactors > Heme synthesis and processing,Tmito,26.3146,0.0,1.0,"literature, APEX_matrix, targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain+, induction, coexpression, MS/MS",ENSG00000023330,P13196,640,3.0,MitoDomain,12.0,1.93,OrthologMitoLowConf,Homolog,0-25pure,chr3,52232098.0,52248343.0,5.0,11.0,27.0,181000000.0,17.0,"liver, heart, adipose, largeintestine, placenta",,,,,,8.1,6.6,,7.5,,6.3,,7.2,,Mitochondria (Enhanced)
9553,66845.0,MRPL33,C2orf1|L33mt|MRP-L33|RPL33L,mitochondrial ribosomal protein L33,MitoCarta3.0,"literature, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression, MS/MS++",Matrix,Mitochondrial central dogma > Translation > Mitochondrial ribosome,Tmito,26.309,0.0,1.0,"literature, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression, MS/MS++",ENSG00000243147,O75394,65,4.0,SharedDomain,14.0,-0.26,OrthologMitoHighConf,Ortholog,50-75pure,chr2,27994583.0,28002608.0,11.0,9.0,81.0,519000000.0,58.0,"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, smallintestine, stomach, placenta, testis",7.8,7.6,7.7,6.3,7.4,7.9,,,7.2,7.7,,7.1,8.0,7.9,
25821,68291.0,MTO1,CGI-02|COXPD10,mitochondrial tRNA translation optimization 1,MitoCarta3.0,"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression++",Matrix,Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications | Metabolism > Vitamin metabolism > Folate and 1-C metabolism,Tmito,26.3081,0.0,1.0,"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression++",ENSG00000135297,Q9Y2Z2,732,2.0,SharedDomain,46.0,,OrthologMitoHighConf,Ortholog,0-25ambig,chr6,74171453.0,74211179.0,4.0,2.0,11.0,42100000.0,5.0,"cerebellum, spinalcord, stomach, placenta",,7.1,,7.0,,,,,,,,6.9,7.0,,Nucleoplasm (Approved)
11019,79464.0,LIAS,HGCLAS|HUSSY-01|LAS|LIP1|LS|PDHLD,lipoic acid synthetase,MitoCarta3.0,"literature, APEX_matrix, targetP signal, yeast mito homolog, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS",Matrix,Metabolism > Lipid metabolism > Lipoate insertion | Metabolism > Metals and cofactors > Fe-S-containing proteins,Tmito,26.2921,0.0,1.0,"literature, APEX_matrix, targetP signal, yeast mito homolog, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS",ENSG00000121897,O43766,372,3.0,SharedDomain,41.0,1.49,HomologMitoHighConf,Ortholog,25-50ambig,chr4,39460643.0,39479271.0,5.0,11.0,27.0,555000000.0,39.0,"brainstem, skeletalmuscle, adipose, largeintestine, placenta",,,7.6,,,,,7.1,8.2,,7.6,,8.5,,Mitochondria (Approved)
4698,68202.0,NDUFA5,B13|CI-13KD-B|CI-13kB|NUFM|UQOR13,NADH:ubiquinone oxidoreductase subunit A5,MitoCarta3.0,"literature, APEX_matrix, mito protein domain+, induction, coexpression++, MS/MS++",MIM,OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits,Tmito,26.2914,0.0,1.0,"literature, APEX_matrix, mito protein domain+, induction, coexpression++, MS/MS++",ENSG00000128609,Q16718,116,,MitoDomain,46.0,1.96,NoMitoHomolog,NoHomolog,75-100pure,chr7,123181082.0,123197958.0,14.0,19.0,1396.0,74900000000.0,92.0,all 14,9.9,9.7,10.0,9.5,10.1,9.7,9.6,9.3,9.6,9.7,9.7,9.7,9.4,9.4,
4712,230075.0,NDUFB6,B17|CI,NADH:ubiquinone oxidoreductase subunit B6,MitoCarta3.0,"literature, APEX_IMS, APEX_matrix, mito protein domain+, induction, coexpression++, MS/MS++",MIM,OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits,Tmito,26.2914,0.0,1.0,"literature, APEX_IMS, APEX_matrix, mito protein domain+, induction, coexpression++, MS/MS++",ENSG00000165264,O95139,128,,MitoDomain,49.0,1.72,NoMitoHomolog,NoHomolog,75-100pure,chr9,32553523.0,32573182.0,14.0,19.0,962.0,77900000000.0,86.0,all 14,9.9,9.7,10.0,9.8,10.1,9.5,9.7,9.2,9.6,9.7,9.8,9.7,9.5,9.4,Mitochondria (Enhanced)
10651,53375.0,MTX2,metaxin-2,metaxin 2,MitoCarta3.0,"literature, mito protein domain+, induction, coexpression++, MS/MS++",MOM,"Protein import, sorting and homeostasis > Protein import and sorting > SAM | Mitochondrial dynamics and surveillance > Intramitochondrial membrane interactions",Tmito,26.2914,0.0,1.0,"literature, mito protein domain+, induction, coexpression++, MS/MS++",ENSG00000128654,O75431,263,,MitoDomain,48.0,2.05,NoMitoHomolog,NoHomolog,75-100pure,chr2,177134122.0,177202753.0,14.0,18.0,701.0,45600000000.0,81.0,all 14,9.9,9.7,9.8,9.3,9.6,9.3,9.6,8.4,9.3,8.9,9.4,9.1,9.5,9.6,Mitochondria (Supported)
8801,20917.0,SUCLG2,G-SCS|GBETA|GTPSCS,succinate-CoA ligase GDP-forming subunit beta,MitoCarta3.0,"literature, APEX_matrix, targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain, coexpression, MS/MS++",Matrix,Metabolism > Carbohydrate metabolism > TCA cycle | Metabolism > Carbohydrate metabolism > Itaconate metabolism | Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing,Tmito,26.2777,0.0,1.0,"literature, APEX_matrix, targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain, coexpression, MS/MS++",ENSG00000172340,Q96I99,440,2.0,SharedDomain,27.0,,OrthologMitoLowConf,Homolog,75-100pure,chr3,67410883.0,67705038.0,14.0,40.0,1126.0,71600000000.0,76.0,all 14,8.0,8.0,8.2,8.6,10.3,10.1,9.1,8.6,9.5,9.9,10.1,9.8,9.4,9.6,Mitochondria;Plasma membrane (Supported)
2230,14148.0,FDX1,ADX|FDX|LOH11CR1D,ferredoxin 1,MitoCarta3.0,"literature, APEX_matrix, targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain, induction, coexpression, MS/MS+",Matrix,"Metabolism > Lipid metabolism > Cholesterol, bile acid, steroid synthesis | Metabolism > Metals and cofactors > Heme synthesis and processing | Metabolism > Metals and cofactors > Fe-S cluster biosynthesis | Metabolism > Metals and cofactors > Fe-S-containing proteins | Metabolism > Vitamin metabolism > Vitamin D metabolism",Tmito,26.2764,0.0,1.0,"literature, APEX_matrix, targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain, induction, coexpression, MS/MS+",ENSG00000137714,P10109,184,2.0,SharedDomain,10.0,5.12,OrthologMitoLowConf,Homolog,25-50pure,chr11,110300660.0,110335608.0,14.0,11.0,279.0,11800000000.0,44.0,all 14,7.6,7.6,8.0,7.5,9.2,9.6,7.8,7.6,8.8,8.8,8.6,8.0,9.1,9.5,Mitochondria (Enhanced)
6576,13358.0,SLC25A1,CMS23|CTP|D2L2AD|SEA|SLC20A3,solute carrier family 25 member 1,MitoCarta3.0,"literature, yeast mito homolog++, mito protein domain+, coexpression, MS/MS++",MIM,Metabolism > Carbohydrate metabolism > Gluconeogenesis | Metabolism > Carbohydrate metabolism > TCA-associated | Metabolism > Lipid metabolism | Small molecule transport > SLC25A family,Tmito,26.2493,0.0,1.0,"literature, yeast mito homolog++, mito protein domain+, coexpression, MS/MS++",ENSG00000100075,P53007,318,4.0,MitoDomain,18.0,-0.26,OrthologMitoHighConf,NoHomolog,50-75pure,chr22,19163087.0,19166376.0,12.0,23.0,652.0,53000000000.0,67.0,"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis",8.9,8.4,9.1,9.5,9.1,9.5,,,10.4,9.6,9.3,8.7,9.7,9.8,
28957,66230.0,MRPS28,COXPD47|HSPC007|MRP-S28|MRP-S35|MRPS35,mitochondrial ribosomal protein S28,MitoCarta3.0,"literature, targetP signal, mito protein domain+, coexpression++, MS/MS++",Matrix,Mitochondrial central dogma > Translation > Mitochondrial ribosome,Tmito,26.2202,0.0,1.0,"literature, targetP signal, mito protein domain+, coexpression++, MS/MS++",ENSG00000147586,Q9Y2Q9,187,2.0,MitoDomain,40.0,0.41,NoMitoHomolog,NoHomolog,50-75pure,chr8,80831094.0,80942506.0,14.0,14.0,266.0,4560000000.0,69.0,all 14,8.6,8.5,8.7,8.3,8.6,8.4,7.7,7.8,8.5,8.5,9.0,8.1,8.5,8.2,Mitochondria (Supported)
92609,66525.0,TIMM50,MGCA9|TIM50|TIM50L,translocase of inner mitochondrial membrane 50,MitoCarta3.0,"literature, APEX_IMS, yeast mito homolog++, mito protein domain, coexpression++, MS/MS++",MIM,"Protein import, sorting and homeostasis > Protein import and sorting > TIM23 presequence pathway",Tmito,26.1481,0.0,1.0,"literature, APEX_IMS, yeast mito homolog++, mito protein domain, coexpression++, MS/MS++",ENSG00000105197,Q3ZCQ8,456,5.0,SharedDomain,43.0,,OrthologMitoHighConf,NoHomolog,50-75pure,chr19,39971051.0,39981528.0,14.0,20.0,372.0,15000000000.0,60.0,all 14,8.4,8.9,9.0,8.2,9.4,8.7,8.9,8.8,9.4,8.7,9.0,8.5,9.4,9.2,Mitochondria;Nucleoplasm (Supported)
7417,22334.0,VDAC2,POR,voltage dependent anion channel 2,MitoCarta3.0,"literature, APEX_IMS, yeast mito homolog+, mito protein domain+, induction, coexpression, MS/MS++",MOM,Small molecule transport,Tmito,26.1221,0.0,1.0,"literature, APEX_IMS, yeast mito homolog+, mito protein domain+, induction, coexpression, MS/MS++",ENSG00000165637,P45880,309,,MitoDomain,17.0,2.08,OrthologMitoLowConf,NoHomolog,50-75pure,chr10,76969911.0,76991207.0,14.0,18.0,2296.0,178000000000.0,71.0,all 14,10.3,9.8,10.3,10.0,10.0,9.3,10.1,9.4,10.0,10.4,10.2,9.9,10.3,10.3,Mitochondria (Supported)
284439,73095.0,SLC25A42,MECREN,solute carrier family 25 member 42,MitoCarta3.0,"literature, yeast mito homolog+, mito protein domain+, induction, coexpression, MS/MS++",MIM,Metabolism > Metals and cofactors > Coenzyme A metabolism | Small molecule transport > SLC25A family,Tmito,26.1091,0.0,1.0,"literature, yeast mito homolog+, mito protein domain+, induction, coexpression, MS/MS++",ENSG00000181035,Q86VD7,318,,MitoDomain,28.0,1.34,OrthologMitoLowConf,NoHomolog,50-75pure,chr19,19174802.0,19223841.0,14.0,17.0,122.0,4020000000.0,61.0,all 14,8.0,7.6,7.6,8.3,9.1,9.0,8.8,7.5,8.2,7.6,7.9,7.6,7.9,8.2,Mitochondria (Supported)
54543,66169.0,TOMM7,TOM7,translocase of outer mitochondrial membrane 7,MitoCarta3.0,"literature, yeast mito homolog++, mito protein domain+, coexpression, MS/MS++",MOM,"Protein import, sorting and homeostasis > Protein import and sorting > TOM | Mitochondrial dynamics and surveillance > Mitophagy | Mitochondrial dynamics and surveillance > Autophagy",Tmito,26.0896,0.0,1.0,"literature, yeast mito homolog++, mito protein domain+, coexpression, MS/MS++",ENSG00000196683,Q9P0U1,55,5.0,MitoDomain,12.0,,OrthologMitoHighConf,NoHomolog,75-100pure,chr7,22852250.0,22862471.0,11.0,8.0,70.0,2900000000.0,93.0,"cerebrum, cerebellum, spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, stomach, placenta, testis",8.6,8.1,,7.9,7.8,8.4,,7.7,8.2,8.1,,7.7,9.0,8.8,
1891,51798.0,ECH1,HPXEL,enoyl-CoA hydratase 1,MitoCarta3.0,"APEX_matrix, targetP signal+, yeast mito homolog+, mito protein domain, coexpression+, MS/MS++",Matrix,Metabolism > Lipid metabolism,Tmito,25.9632,0.0,1.0,"APEX_matrix, targetP signal+, yeast mito homolog+, mito protein domain, coexpression+, MS/MS++",ENSG00000104823|ENSG00000282853,Q13011,328,1.0,SharedDomain,39.0,,OrthologMitoLowConf,NoHomolog,50-75pure,chr19,39306061.0,39322497.0,14.0,22.0,796.0,41400000000.0,61.0,all 14,8.4,7.5,8.2,8.2,9.5,9.7,10.2,7.4,9.8,9.3,9.4,8.9,9.5,9.2,Mitochondria (Enhanced)
5188,229487.0,GATB,COXPD41|HSPC199|PET112|PET112L,glutamyl-tRNA amidotransferase subunit B,MitoCarta3.0,"literature, APEX_matrix, targetP signal, yeast mito homolog, Rickettsial homolog, mito protein domain+, coexpression+, MS/MS",Matrix,Mitochondrial central dogma > Translation > mt-tRNA synthetases,Tmito,25.9072,0.0,1.0,"literature, APEX_matrix, targetP signal, yeast mito homolog, Rickettsial homolog, mito protein domain+, coexpression+, MS/MS",ENSG00000059691,O75879,557,2.0,MitoDomain,35.0,,HomologMitoHighConf,Ortholog,25-50ambig,chr4,152591808.0,152682175.0,5.0,12.0,19.0,74100000.0,31.0,"cerebrum, skeletalmuscle, adipose, stomach, testis",7.3,,,,,,,7.3,7.3,,,6.7,,7.0,Mitochondria (Supported)
617,66821.0,BCS1L,BCS|BCS1|BJS|FLNMS|GRACILE|Hs.6719|MC3DN1|PTD|h-BCS|h-BCS1,"BCS1 homolog, ubiquinol-cytochrome c reductase complex chaperone",MitoCarta3.0,"literature, APEX_matrix, yeast mito homolog++, Rickettsial homolog, mito protein domain+, coexpression+, MS/MS+",MIM,OXPHOS > Complex III > CIII assembly factors | OXPHOS > OXPHOS assembly factors,Tmito,25.7776,0.0,1.0,"literature, APEX_matrix, yeast mito homolog++, Rickettsial homolog, mito protein domain+, coexpression+, MS/MS+",ENSG00000074582,Q9Y276,419,,MitoDomain,37.0,,OrthologMitoHighConf,Homolog,25-50pure,chr2,219524378.0,219528166.0,13.0,14.0,106.0,1870000000.0,45.0,"cerebrum, cerebellum, brainstem, spinalcord, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis",8.3,7.8,8.0,8.5,,8.1,7.8,7.8,8.5,7.8,8.2,8.1,8.3,8.1,
26284,57837.0,ERAL1,CEGA|ERA|ERA-W|ERAL1A|ERAL1B|H-ERA|HERA-A|HERA-B|PRLTS6,Era like 12S mitochondrial rRNA chaperone 1,MitoCarta3.0,"APEX_matrix, targetP signal+, yeast mito homolog+, Rickettsial homolog, mito protein domain, induction, coexpression++",Matrix,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly,Tmito,25.6968,0.0,1.0,"APEX_matrix, targetP signal+, yeast mito homolog+, Rickettsial homolog, mito protein domain, induction, coexpression++",ENSG00000132591,O75616,437,1.0,SharedDomain,43.0,0.53,OrthologMitoLowConf,Homolog,,chr17,27182042.0,27188072.0,,,,,,,,,,,,,,,,,,,,,Mitochondria (Enhanced)
152100,67899.0,CMC1,C3orf68,C-X9-C motif containing 1,MitoCarta3.0,"APEX_IMS, GFP, yeast mito homolog++, mito protein domain+, induction, coexpression, MS/MS+",IMS,OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors,Tmito,25.5981,0.0,1.0,"APEX_IMS, GFP, yeast mito homolog++, mito protein domain+, induction, coexpression, MS/MS+",ENSG00000187118,Q7Z7K0,106,,MitoDomain,27.0,0.72,OrthologMitoHighConf,NoHomolog,75-100ambig,chr3,28283123.0,28361263.0,12.0,11.0,76.0,2180000000.0,76.0,"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis",8.2,7.9,8.6,7.9,8.6,8.0,,,8.1,8.2,8.3,8.1,8.4,7.8,
