Symbol,SubMitoLocalization_raw,MitoPathway_raw,SubMitoLocalization,MitoPathway
PDK1,Matrix,Metabolism > Carbohydrate metabolism > Pyruvate metabolism,Matrix,Metabolism > Carbohydrate metabolism > Pyruvate metabolism
MRPL49,Matrix,Mitochondrial central dogma > Translation > Mitochondrial ribosome,Matrix,Mitochondrial central dogma > Translation > Mitochondrial ribosome
COX7A2,MIM,OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits,MIM,OXPHOS > Complex IV > CIV subunits
COX7A2,MIM,OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits,MIM,OXPHOS > OXPHOS subunits
TMEM126A,MIM,OXPHOS > Complex I > CI assembly factors | OXPHOS > OXPHOS assembly factors,MIM,OXPHOS > Complex I > CI assembly factors
TMEM126A,MIM,OXPHOS > Complex I > CI assembly factors | OXPHOS > OXPHOS assembly factors,MIM,OXPHOS > OXPHOS assembly factors
ECHDC2,Matrix,0,Matrix,0
HCCS,IMS,Metabolism > Metals and cofactors > Heme synthesis and processing | OXPHOS > OXPHOS subunits | OXPHOS > Cytochrome C,IMS,Metabolism > Metals and cofactors > Heme synthesis and processing
HCCS,IMS,Metabolism > Metals and cofactors > Heme synthesis and processing | OXPHOS > OXPHOS subunits | OXPHOS > Cytochrome C,IMS,OXPHOS > OXPHOS subunits
HCCS,IMS,Metabolism > Metals and cofactors > Heme synthesis and processing | OXPHOS > OXPHOS subunits | OXPHOS > Cytochrome C,IMS,OXPHOS > Cytochrome C
HIBADH,Matrix,Metabolism > Amino acid metabolism > Branched-chain amino acid metabolism,Matrix,Metabolism > Amino acid metabolism > Branched-chain amino acid metabolism
MRPL19,Matrix,Mitochondrial central dogma > Translation > Mitochondrial ribosome,Matrix,Mitochondrial central dogma > Translation > Mitochondrial ribosome
MRPL36,Matrix,Mitochondrial central dogma > Translation > Mitochondrial ribosome,Matrix,Mitochondrial central dogma > Translation > Mitochondrial ribosome
SLC25A30,MIM,Metabolism > Sulfur metabolism | Small molecule transport > SLC25A family,MIM,Metabolism > Sulfur metabolism
SLC25A30,MIM,Metabolism > Sulfur metabolism | Small molecule transport > SLC25A family,MIM,Small molecule transport > SLC25A family
BDH1,MIM,Metabolism > Carbohydrate metabolism > Ketone metabolism,MIM,Metabolism > Carbohydrate metabolism > Ketone metabolism
FARS2,Matrix,Mitochondrial central dogma > Translation > mt-tRNA synthetases,Matrix,Mitochondrial central dogma > Translation > mt-tRNA synthetases
ABCB7,MIM,Metabolism > Metals and cofactors > Heme synthesis and processing | Metabolism > Metals and cofactors > Fe-S cluster biosynthesis | Metabolism > Metals and cofactors > Molybdenum cofactor synthesis and proteins | Small molecule transport > ABC transporters,MIM,Metabolism > Metals and cofactors > Heme synthesis and processing
ABCB7,MIM,Metabolism > Metals and cofactors > Heme synthesis and processing | Metabolism > Metals and cofactors > Fe-S cluster biosynthesis | Metabolism > Metals and cofactors > Molybdenum cofactor synthesis and proteins | Small molecule transport > ABC transporters,MIM,Metabolism > Metals and cofactors > Fe-S cluster biosynthesis
ABCB7,MIM,Metabolism > Metals and cofactors > Heme synthesis and processing | Metabolism > Metals and cofactors > Fe-S cluster biosynthesis | Metabolism > Metals and cofactors > Molybdenum cofactor synthesis and proteins | Small molecule transport > ABC transporters,MIM,Metabolism > Metals and cofactors > Molybdenum cofactor synthesis and proteins
ABCB7,MIM,Metabolism > Metals and cofactors > Heme synthesis and processing | Metabolism > Metals and cofactors > Fe-S cluster biosynthesis | Metabolism > Metals and cofactors > Molybdenum cofactor synthesis and proteins | Small molecule transport > ABC transporters,MIM,Small molecule transport > ABC transporters
MTX1,MOM,"Protein import, sorting and homeostasis > Protein import and sorting > SAM | Mitochondrial dynamics and surveillance > Intramitochondrial membrane interactions",MOM,Protein import
MTX1,MOM,"Protein import, sorting and homeostasis > Protein import and sorting > SAM | Mitochondrial dynamics and surveillance > Intramitochondrial membrane interactions",MOM,sorting and homeostasis > Protein import and sorting > SAM | Mitochondrial dynamics and surveillance > Intramitochondrial membrane interactions
NDUFA7,MIM,OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits,MIM,OXPHOS > Complex I > CI subunits
NDUFA7,MIM,OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits,MIM,OXPHOS > OXPHOS subunits
TIMM17A,MIM,"Protein import, sorting and homeostasis > Protein import and sorting > TIM23 presequence pathway",MIM,Protein import
TIMM17A,MIM,"Protein import, sorting and homeostasis > Protein import and sorting > TIM23 presequence pathway",MIM,sorting and homeostasis > Protein import and sorting > TIM23 presequence pathway
ALDH9A1,Matrix,Metabolism > Amino acid metabolism > GABA metabolism | Metabolism > Detoxification > ROS and glutathione metabolism,Matrix,Metabolism > Amino acid metabolism > GABA metabolism
ALDH9A1,Matrix,Metabolism > Amino acid metabolism > GABA metabolism | Metabolism > Detoxification > ROS and glutathione metabolism,Matrix,Metabolism > Detoxification > ROS and glutathione metabolism
MRPS18C,Matrix,Mitochondrial central dogma > Translation > Mitochondrial ribosome,Matrix,Mitochondrial central dogma > Translation > Mitochondrial ribosome
MARS2,Matrix,Mitochondrial central dogma > Translation > mt-tRNA synthetases,Matrix,Mitochondrial central dogma > Translation > mt-tRNA synthetases
ALDH6A1,MIM,Metabolism > Amino acid metabolism > Branched-chain amino acid metabolism,MIM,Metabolism > Amino acid metabolism > Branched-chain amino acid metabolism
FDXR,Matrix,"Metabolism > Lipid metabolism > Cholesterol, bile acid, steroid synthesis | Metabolism > Metals and cofactors > Heme synthesis and processing | Metabolism > Metals and cofactors > Fe-S cluster biosynthesis | Metabolism > Vitamin metabolism > Vitamin D metabolism",Matrix,Metabolism > Lipid metabolism > Cholesterol
FDXR,Matrix,"Metabolism > Lipid metabolism > Cholesterol, bile acid, steroid synthesis | Metabolism > Metals and cofactors > Heme synthesis and processing | Metabolism > Metals and cofactors > Fe-S cluster biosynthesis | Metabolism > Vitamin metabolism > Vitamin D metabolism",Matrix,bile acid
FDXR,Matrix,"Metabolism > Lipid metabolism > Cholesterol, bile acid, steroid synthesis | Metabolism > Metals and cofactors > Heme synthesis and processing | Metabolism > Metals and cofactors > Fe-S cluster biosynthesis | Metabolism > Vitamin metabolism > Vitamin D metabolism",Matrix,steroid synthesis | Metabolism > Metals and cofactors > Heme synthesis and processing | Metabolism > Metals and cofactors > Fe-S cluster biosynthesis | Metabolism > Vitamin metabolism > Vitamin D metabolism
GATC,Matrix,Mitochondrial central dogma > Translation > mt-tRNA synthetases,Matrix,Mitochondrial central dogma > Translation > mt-tRNA synthetases
TRAP1,Matrix,"Protein import, sorting and homeostasis > Protein homeostasis > Chaperones",Matrix,Protein import
TRAP1,Matrix,"Protein import, sorting and homeostasis > Protein homeostasis > Chaperones",Matrix,sorting and homeostasis > Protein homeostasis > Chaperones
ACAD8,Matrix,Metabolism > Amino acid metabolism > Branched-chain amino acid metabolism,Matrix,Metabolism > Amino acid metabolism > Branched-chain amino acid metabolism
ALDH2,Matrix,Metabolism > Detoxification > Xenobiotic metabolism,Matrix,Metabolism > Detoxification > Xenobiotic metabolism
PPIF,Matrix,Signaling > Calcium homeostasis > Mitochondrial permeability transition pore,Matrix,Signaling > Calcium homeostasis > Mitochondrial permeability transition pore
TIMM22,MIM,"Protein import, sorting and homeostasis > Protein import and sorting > TIM22 carrier pathway",MIM,Protein import
TIMM22,MIM,"Protein import, sorting and homeostasis > Protein import and sorting > TIM22 carrier pathway",MIM,sorting and homeostasis > Protein import and sorting > TIM22 carrier pathway
IVD,Matrix,Metabolism > Amino acid metabolism > Branched-chain amino acid metabolism,Matrix,Metabolism > Amino acid metabolism > Branched-chain amino acid metabolism
L2HGDH,MIM,Metabolism > Carbohydrate metabolism > TCA-associated,MIM,Metabolism > Carbohydrate metabolism > TCA-associated
ETHE1,Matrix,Metabolism > Sulfur metabolism,Matrix,Metabolism > Sulfur metabolism
MRPL20,Matrix,Mitochondrial central dogma > Translation > Mitochondrial ribosome,Matrix,Mitochondrial central dogma > Translation > Mitochondrial ribosome
SLC25A5,MIM,Metabolism > Nucleotide metabolism > Nucleotide import | Signaling > Calcium homeostasis > Mitochondrial permeability transition pore | Small molecule transport > SLC25A family,MIM,Metabolism > Nucleotide metabolism > Nucleotide import
SLC25A5,MIM,Metabolism > Nucleotide metabolism > Nucleotide import | Signaling > Calcium homeostasis > Mitochondrial permeability transition pore | Small molecule transport > SLC25A family,MIM,Signaling > Calcium homeostasis > Mitochondrial permeability transition pore
SLC25A5,MIM,Metabolism > Nucleotide metabolism > Nucleotide import | Signaling > Calcium homeostasis > Mitochondrial permeability transition pore | Small molecule transport > SLC25A family,MIM,Small molecule transport > SLC25A family
SLC25A12,MIM,Metabolism > Carbohydrate metabolism > Malate-aspartate shuttle | Metabolism > Amino acid metabolism > Glutamate metabolism | Signaling > Calcium homeostasis > EF hand proteins | Small molecule transport > SLC25A family,MIM,Metabolism > Carbohydrate metabolism > Malate-aspartate shuttle
SLC25A12,MIM,Metabolism > Carbohydrate metabolism > Malate-aspartate shuttle | Metabolism > Amino acid metabolism > Glutamate metabolism | Signaling > Calcium homeostasis > EF hand proteins | Small molecule transport > SLC25A family,MIM,Metabolism > Amino acid metabolism > Glutamate metabolism
SLC25A12,MIM,Metabolism > Carbohydrate metabolism > Malate-aspartate shuttle | Metabolism > Amino acid metabolism > Glutamate metabolism | Signaling > Calcium homeostasis > EF hand proteins | Small molecule transport > SLC25A family,MIM,Signaling > Calcium homeostasis > EF hand proteins
SLC25A12,MIM,Metabolism > Carbohydrate metabolism > Malate-aspartate shuttle | Metabolism > Amino acid metabolism > Glutamate metabolism | Signaling > Calcium homeostasis > EF hand proteins | Small molecule transport > SLC25A family,MIM,Small molecule transport > SLC25A family
MRPS21,Matrix,Mitochondrial central dogma > Translation > Mitochondrial ribosome,Matrix,Mitochondrial central dogma > Translation > Mitochondrial ribosome
TOMM22,MOM,"Protein import, sorting and homeostasis > Protein import and sorting > TOM",MOM,Protein import
TOMM22,MOM,"Protein import, sorting and homeostasis > Protein import and sorting > TOM",MOM,sorting and homeostasis > Protein import and sorting > TOM
ACAA2,Matrix,Metabolism > Carbohydrate metabolism > Ketone metabolism | Metabolism > Lipid metabolism > Fatty acid oxidation | Metabolism > Amino acid metabolism > Lysine metabolism,Matrix,Metabolism > Carbohydrate metabolism > Ketone metabolism
ACAA2,Matrix,Metabolism > Carbohydrate metabolism > Ketone metabolism | Metabolism > Lipid metabolism > Fatty acid oxidation | Metabolism > Amino acid metabolism > Lysine metabolism,Matrix,Metabolism > Lipid metabolism > Fatty acid oxidation
ACAA2,Matrix,Metabolism > Carbohydrate metabolism > Ketone metabolism | Metabolism > Lipid metabolism > Fatty acid oxidation | Metabolism > Amino acid metabolism > Lysine metabolism,Matrix,Metabolism > Amino acid metabolism > Lysine metabolism
MRPL30,Matrix,Mitochondrial central dogma > Translation > Mitochondrial ribosome,Matrix,Mitochondrial central dogma > Translation > Mitochondrial ribosome
DNAJA3,Matrix,"Protein import, sorting and homeostasis > Protein homeostasis > Chaperones",Matrix,Protein import
DNAJA3,Matrix,"Protein import, sorting and homeostasis > Protein homeostasis > Chaperones",Matrix,sorting and homeostasis > Protein homeostasis > Chaperones
NDUFB2,MIM,OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits,MIM,OXPHOS > Complex I > CI subunits
NDUFB2,MIM,OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits,MIM,OXPHOS > OXPHOS subunits
MRPS34,Matrix,Mitochondrial central dogma > Translation > Mitochondrial ribosome,Matrix,Mitochondrial central dogma > Translation > Mitochondrial ribosome
ETFB,Matrix,"Metabolism > Lipid metabolism > Fatty acid oxidation | Metabolism > Amino acid metabolism > Branched-chain amino acid metabolism | Metabolism > Amino acid metabolism > Lysine metabolism | Metabolism > Amino acid metabolism > Glycine metabolism | Metabolism > Vitamin metabolism > Choline and betaine metabolism | Metabolism > Electron carriers > Q-linked reactions, other",Matrix,Metabolism > Lipid metabolism > Fatty acid oxidation | Metabolism > Amino acid metabolism > Branched-chain amino acid metabolism | Metabolism > Amino acid metabolism > Lysine metabolism | Metabolism > Amino acid metabolism > Glycine metabolism | Metabolism > Vitamin metabolism > Choline and betaine metabolism | Metabolism > Electron carriers > Q-linked reactions
ETFB,Matrix,"Metabolism > Lipid metabolism > Fatty acid oxidation | Metabolism > Amino acid metabolism > Branched-chain amino acid metabolism | Metabolism > Amino acid metabolism > Lysine metabolism | Metabolism > Amino acid metabolism > Glycine metabolism | Metabolism > Vitamin metabolism > Choline and betaine metabolism | Metabolism > Electron carriers > Q-linked reactions, other",Matrix,other
AFG1L,MIM,"Protein import, sorting and homeostasis > Protein homeostasis > Proteases",MIM,Protein import
AFG1L,MIM,"Protein import, sorting and homeostasis > Protein homeostasis > Proteases",MIM,sorting and homeostasis > Protein homeostasis > Proteases
ATP5IF1,Matrix,OXPHOS > Complex V > CV subunits | OXPHOS > OXPHOS subunits,Matrix,OXPHOS > Complex V > CV subunits
ATP5IF1,Matrix,OXPHOS > Complex V > CV subunits | OXPHOS > OXPHOS subunits,Matrix,OXPHOS > OXPHOS subunits
ATP5PB,MIM,OXPHOS > Complex V > CV subunits | OXPHOS > OXPHOS subunits,MIM,OXPHOS > Complex V > CV subunits
ATP5PB,MIM,OXPHOS > Complex V > CV subunits | OXPHOS > OXPHOS subunits,MIM,OXPHOS > OXPHOS subunits
COX7C,MIM,OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits,MIM,OXPHOS > Complex IV > CIV subunits
COX7C,MIM,OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits,MIM,OXPHOS > OXPHOS subunits
CHCHD3,MIM,Mitochondrial dynamics and surveillance > Cristae formation > MICOS complex | Mitochondrial dynamics and surveillance > Intramitochondrial membrane interactions,MIM,Mitochondrial dynamics and surveillance > Cristae formation > MICOS complex
CHCHD3,MIM,Mitochondrial dynamics and surveillance > Cristae formation > MICOS complex | Mitochondrial dynamics and surveillance > Intramitochondrial membrane interactions,MIM,Mitochondrial dynamics and surveillance > Intramitochondrial membrane interactions
COQ10B,MIM,Metabolism > Metals and cofactors > Coenzyme Q metabolism,MIM,Metabolism > Metals and cofactors > Coenzyme Q metabolism
ACSF3,Matrix,Metabolism > Lipid metabolism > Type II fatty acid synthesis,Matrix,Metabolism > Lipid metabolism > Type II fatty acid synthesis
POLDIP2,Matrix,Mitochondrial central dogma > mtDNA maintenance > mtDNA nucleoid,Matrix,Mitochondrial central dogma > mtDNA maintenance > mtDNA nucleoid
SLC25A10,MIM,Metabolism > Carbohydrate metabolism > Gluconeogenesis | Metabolism > Carbohydrate metabolism > Malate-aspartate shuttle | Small molecule transport > SLC25A family,MIM,Metabolism > Carbohydrate metabolism > Gluconeogenesis
SLC25A10,MIM,Metabolism > Carbohydrate metabolism > Gluconeogenesis | Metabolism > Carbohydrate metabolism > Malate-aspartate shuttle | Small molecule transport > SLC25A family,MIM,Metabolism > Carbohydrate metabolism > Malate-aspartate shuttle
SLC25A10,MIM,Metabolism > Carbohydrate metabolism > Gluconeogenesis | Metabolism > Carbohydrate metabolism > Malate-aspartate shuttle | Small molecule transport > SLC25A family,MIM,Small molecule transport > SLC25A family
SLC25A13,MIM,Metabolism > Carbohydrate metabolism > Malate-aspartate shuttle | Metabolism > Amino acid metabolism > Urea cycle | Signaling > Calcium homeostasis > EF hand proteins | Small molecule transport > SLC25A family,MIM,Metabolism > Carbohydrate metabolism > Malate-aspartate shuttle
SLC25A13,MIM,Metabolism > Carbohydrate metabolism > Malate-aspartate shuttle | Metabolism > Amino acid metabolism > Urea cycle | Signaling > Calcium homeostasis > EF hand proteins | Small molecule transport > SLC25A family,MIM,Metabolism > Amino acid metabolism > Urea cycle
SLC25A13,MIM,Metabolism > Carbohydrate metabolism > Malate-aspartate shuttle | Metabolism > Amino acid metabolism > Urea cycle | Signaling > Calcium homeostasis > EF hand proteins | Small molecule transport > SLC25A family,MIM,Signaling > Calcium homeostasis > EF hand proteins
SLC25A13,MIM,Metabolism > Carbohydrate metabolism > Malate-aspartate shuttle | Metabolism > Amino acid metabolism > Urea cycle | Signaling > Calcium homeostasis > EF hand proteins | Small molecule transport > SLC25A family,MIM,Small molecule transport > SLC25A family
